ric,position_type,knowledge_date,effective_date,account,direction,qty,purpose
TSLA.OQ,TD,2016-01-03,2016-01-06,ICP2054,Debit,1900,Outright
FB.N,SD,2017-07-08,2017-07-08,ICP5587,Credit,800,Outright
FB.OQ,SD,2017-06-13,2017-06-13,ICP7524,Credit,300,Outright
GOOGL.L,SD,2017-12-03,2017-12-03,ICP4649,Credit,1400,Outright
FB.OQ,SD,2016-09-02,2016-09-02,ICP9369,Debit,500,Outright
APPL.N,TD,2017-04-17,2017-04-20,ICP6329,Debit,1400,Outright
FB.L,SD,2016-11-13,2016-11-13,ICP2830,Debit,1700,Outright
TSLA.OQ,SD,2017-04-03,2017-04-03,ICP0282,Credit,900,Outright
APPL.OQ,TD,2016-03-28,2016-03-31,ICP0654,Credit,100,Outright
IBM.N,SD,2016-06-25,2016-06-25,ICP6862,Debit,400,Outright
F.N,TD,2016-04-08,2016-04-11,ICP2164,Debit,1500,Outright
AMZN.L,TD,2016-10-23,2016-10-26,ICP8088,Credit,1300,Outright
GOOGL.OQ,SD,2017-03-04,2017-03-04,ICP3590,Debit,600,Outright
AMZN.L,TD,2016-02-15,2016-02-18,ICP5432,Credit,1000,Outright
APPL.OQ,SD,2016-07-23,2016-07-23,ICP7966,Debit,1500,Outright
APPL.OQ,TD,2016-09-24,2016-09-27,ICP1428,Debit,1700,Outright
IBM.OQ,TD,2017-02-23,2017-02-26,ICP6915,Debit,900,Outright
FB.L,TD,2016-11-11,2016-11-14,ICP2278,Debit,300,Outright
IBM.L,TD,2016-10-27,2016-10-30,ICP6101,Credit,600,Outright
APPL.OQ,TD,2016-10-02,2016-10-05,ICP3171,Credit,500,Outright
IBM.OQ,SD,2017-05-06,2017-05-06,ICP1704,Credit,2000,Outright
F.L,SD,2017-09-11,2017-09-11,ICP0061,Debit,600,Outright
FB.N,SD,2016-11-27,2016-11-27,ICP4473,Debit,1800,Outright
DIS.L,TD,2016-10-11,2016-10-14,ICP9961,Debit,1400,Outright
IBM.OQ,SD,2016-06-16,2016-06-16,ICP7015,Debit,600,Outright
IBM.N,TD,2016-05-11,2016-05-14,ICP9922,Credit,700,Outright
FB.N,SD,2016-02-07,2016-02-07,ICP1272,Debit,1000,Outright
F.L,SD,2016-01-05,2016-01-05,ICP3443,Credit,1900,Outright
AMZN.N,TD,2017-09-28,2017-10-01,ICP9266,Credit,700,Outright
F.L,SD,2017-04-17,2017-04-17,ICP3441,Debit,1900,Outright
F.L,TD,2016-04-06,2016-04-09,ICP0366,Credit,200,Outright
AMZN.OQ,SD,2016-10-05,2016-10-05,ICP8356,Debit,100,Outright
GOOGL.N,SD,2016-04-25,2016-04-25,ICP2397,Debit,1600,Outright
DIS.OQ,TD,2017-05-06,2017-05-09,ICP9044,Debit,500,Outright
TSLA.N,TD,2016-10-14,2016-10-17,ICP5633,Debit,100,Outright
AMZN.L,TD,2017-08-17,2017-08-20,ICP2179,Credit,1900,Outright
APPL.N,SD,2017-10-01,2017-10-01,ICP2686,Credit,200,Outright
DIS.N,TD,2016-12-11,2016-12-14,ICP5926,Credit,1200,Outright
TSLA.N,TD,2017-02-05,2017-02-08,ICP3460,Debit,1800,Outright
FB.OQ,TD,2017-11-24,2017-11-27,ICP9593,Credit,400,Outright
F.L,TD,2017-08-28,2017-08-31,ICP3031,Debit,800,Outright
AMZN.L,SD,2017-12-27,2017-12-27,ICP6177,Debit,1600,Outright
DIS.L,SD,2017-04-01,2017-04-01,ICP7463,Credit,500,Outright
APPL.N,TD,2016-05-13,2016-05-16,ICP1896,Debit,1300,Outright
APPL.L,TD,2017-06-22,2017-06-25,ICP3793,Debit,1500,Outright
APPL.OQ,TD,2017-12-27,2017-12-30,ICP0927,Debit,500,Outright
AMZN.N,TD,2016-06-11,2016-06-14,ICP9598,Credit,300,Outright
APPL.N,SD,2016-08-05,2016-08-05,ICP2530,Debit,700,Outright
AMZN.L,SD,2017-06-10,2017-06-10,ICP7948,Debit,1300,Outright
F.N,TD,2017-02-10,2017-02-13,ICP7764,Credit,1600,Outright
FB.OQ,SD,2016-08-03,2016-08-03,ICP4493,Debit,1900,Outright
GOOGL.OQ,SD,2017-09-20,2017-09-20,ICP3702,Debit,1600,Outright
FB.L,SD,2016-04-26,2016-04-26,ICP8455,Credit,2000,Outright
TSLA.L,SD,2016-09-15,2016-09-15,ICP7370,Credit,400,Outright
AMZN.L,TD,2017-10-04,2017-10-07,ICP5482,Credit,1600,Outright
AMZN.N,TD,2017-09-08,2017-09-11,ICP4458,Credit,1200,Outright
APPL.L,TD,2016-08-09,2016-08-12,ICP5397,Credit,1100,Outright
AMZN.OQ,TD,2016-02-25,2016-02-28,ICP7451,Credit,1600,Outright
FB.OQ,TD,2016-09-10,2016-09-13,ICP9645,Debit,1700,Outright
FB.L,SD,2016-11-26,2016-11-26,ICP9242,Debit,400,Outright
DIS.L,TD,2017-11-26,2017-11-29,ICP2864,Credit,2000,Outright
IBM.OQ,SD,2017-04-05,2017-04-05,ICP1051,Credit,1000,Outright
TSLA.OQ,TD,2017-04-11,2017-04-14,ICP0067,Credit,700,Outright
IBM.N,TD,2017-06-01,2017-06-04,ICP8976,Debit,1400,Outright
FB.OQ,TD,2017-10-14,2017-10-17,ICP0079,Debit,1900,Outright
IBM.L,TD,2016-05-18,2016-05-21,ICP3464,Debit,700,Outright
F.OQ,SD,2016-08-02,2016-08-02,ICP7307,Debit,1600,Outright
GOOGL.OQ,SD,2017-11-08,2017-11-08,ICP5316,Debit,1500,Outright
TSLA.N,SD,2016-10-11,2016-10-11,ICP6213,Credit,500,Outright
AMZN.N,TD,2017-05-12,2017-05-15,ICP8784,Credit,1600,Outright
AMZN.N,SD,2016-01-04,2016-01-04,ICP8670,Debit,1100,Outright
APPL.N,SD,2017-12-16,2017-12-16,ICP3193,Credit,400,Outright
AMZN.L,SD,2016-04-19,2016-04-19,ICP3036,Debit,2000,Outright
GOOGL.L,SD,2016-08-17,2016-08-17,ICP7950,Debit,700,Outright
TSLA.OQ,SD,2016-12-02,2016-12-02,ICP2254,Debit,1100,Outright
DIS.L,TD,2016-07-07,2016-07-10,ICP5377,Debit,100,Outright
IBM.N,TD,2016-06-01,2016-06-04,ICP0829,Debit,700,Outright
F.OQ,TD,2016-09-17,2016-09-20,ICP4419,Credit,400,Outright
GOOGL.L,TD,2016-08-11,2016-08-14,ICP5034,Credit,1700,Outright
GOOGL.N,TD,2017-08-12,2017-08-15,ICP7159,Debit,600,Outright
TSLA.L,SD,2016-12-09,2016-12-09,ICP0426,Debit,500,Outright
APPL.OQ,TD,2017-10-15,2017-10-18,ICP3009,Credit,1100,Outright
TSLA.L,SD,2017-08-19,2017-08-19,ICP5172,Credit,200,Outright
FB.L,TD,2017-04-09,2017-04-12,ICP1291,Credit,700,Outright
FB.OQ,TD,2016-01-27,2016-01-30,ICP0381,Credit,300,Outright
IBM.OQ,SD,2017-10-13,2017-10-13,ICP6401,Debit,900,Outright
TSLA.N,SD,2017-05-03,2017-05-03,ICP7711,Credit,900,Outright
FB.L,SD,2016-03-17,2016-03-17,ICP8322,Credit,1100,Outright
F.L,SD,2017-04-12,2017-04-12,ICP8735,Debit,2000,Outright
DIS.N,TD,2016-07-13,2016-07-16,ICP4219,Debit,1700,Outright
DIS.L,TD,2016-06-08,2016-06-11,ICP5037,Credit,1300,Outright
APPL.L,SD,2017-04-13,2017-04-13,ICP0629,Debit,1000,Outright
APPL.OQ,TD,2016-03-16,2016-03-19,ICP1878,Credit,1200,Outright
GOOGL.N,SD,2016-06-23,2016-06-23,ICP4097,Debit,600,Outright
GOOGL.N,TD,2017-01-22,2017-01-25,ICP8792,Credit,1700,Outright
DIS.OQ,SD,2016-10-18,2016-10-18,ICP9799,Debit,200,Outright
FB.OQ,SD,2017-10-21,2017-10-21,ICP0361,Debit,1200,Outright
GOOGL.L,TD,2016-06-25,2016-06-28,ICP6154,Debit,2000,Outright
F.N,SD,2016-02-20,2016-02-20,ICP3779,Debit,1800,Outright
FB.L,SD,2016-10-28,2016-10-28,ICP2539,Debit,900,Outright
IBM.OQ,SD,2016-06-22,2016-06-22,ICP6657,Credit,100,Outright
AMZN.OQ,SD,2016-03-18,2016-03-18,ICP6801,Debit,1100,Outright
IBM.OQ,TD,2016-09-26,2016-09-29,ICP5924,Debit,1800,Outright
FB.L,TD,2017-06-07,2017-06-10,ICP5010,Debit,100,Outright
IBM.L,SD,2016-07-22,2016-07-22,ICP9847,Debit,400,Outright
DIS.L,SD,2016-08-08,2016-08-08,ICP8459,Credit,1100,Outright
GOOGL.L,SD,2017-03-19,2017-03-19,ICP0586,Credit,1900,Outright
F.N,TD,2016-08-11,2016-08-14,ICP3628,Debit,300,Outright
AMZN.OQ,SD,2016-08-10,2016-08-10,ICP6431,Credit,1900,Outright
APPL.N,SD,2017-09-16,2017-09-16,ICP9303,Credit,700,Outright
AMZN.L,SD,2016-05-26,2016-05-26,ICP4723,Debit,1900,Outright
TSLA.N,SD,2016-06-17,2016-06-17,ICP5913,Debit,600,Outright
DIS.N,TD,2016-02-20,2016-02-23,ICP0481,Credit,1200,Outright
FB.L,SD,2017-06-12,2017-06-12,ICP5704,Credit,200,Outright
GOOGL.OQ,TD,2016-02-06,2016-02-09,ICP6735,Debit,900,Outright
APPL.N,SD,2017-05-06,2017-05-06,ICP7302,Debit,300,Outright
FB.OQ,TD,2016-08-09,2016-08-12,ICP3617,Credit,2000,Outright
GOOGL.N,TD,2017-04-20,2017-04-23,ICP9118,Credit,400,Outright
APPL.OQ,TD,2016-11-24,2016-11-27,ICP8661,Debit,700,Outright
TSLA.N,SD,2017-06-14,2017-06-14,ICP4159,Credit,700,Outright
AMZN.N,SD,2016-07-02,2016-07-02,ICP9637,Credit,100,Outright
FB.L,TD,2017-03-19,2017-03-22,ICP3887,Debit,1600,Outright
DIS.OQ,SD,2017-04-21,2017-04-21,ICP5711,Credit,1200,Outright
F.N,TD,2017-03-13,2017-03-16,ICP1438,Credit,1000,Outright
DIS.OQ,SD,2017-12-11,2017-12-11,ICP2455,Debit,1300,Outright
APPL.N,SD,2017-09-09,2017-09-09,ICP2156,Debit,200,Outright
FB.L,SD,2016-02-16,2016-02-16,ICP3703,Credit,300,Outright
IBM.L,SD,2016-04-01,2016-04-01,ICP6740,Debit,1700,Outright
DIS.L,TD,2017-09-05,2017-09-08,ICP8033,Debit,800,Outright
GOOGL.OQ,SD,2016-09-23,2016-09-23,ICP2881,Credit,200,Outright
IBM.OQ,SD,2017-10-24,2017-10-24,ICP7307,Debit,600,Outright
IBM.N,TD,2017-09-10,2017-09-13,ICP1758,Credit,700,Outright
APPL.OQ,TD,2016-07-01,2016-07-04,ICP5597,Debit,400,Outright
DIS.N,TD,2017-01-11,2017-01-14,ICP6035,Debit,1000,Outright
DIS.L,SD,2016-02-03,2016-02-03,ICP8401,Debit,1000,Outright
DIS.N,SD,2016-04-10,2016-04-10,ICP0729,Debit,1000,Outright
GOOGL.L,TD,2017-04-24,2017-04-27,ICP3171,Credit,400,Outright
TSLA.N,SD,2016-08-05,2016-08-05,ICP1762,Debit,300,Outright
TSLA.N,TD,2016-05-11,2016-05-14,ICP0540,Debit,1800,Outright
APPL.OQ,TD,2017-08-11,2017-08-14,ICP9341,Credit,400,Outright
APPL.OQ,SD,2017-03-25,2017-03-25,ICP4053,Debit,1800,Outright
FB.N,TD,2017-10-22,2017-10-25,ICP6907,Debit,400,Outright
IBM.N,SD,2017-03-08,2017-03-08,ICP5907,Credit,1500,Outright
IBM.OQ,TD,2016-01-15,2016-01-18,ICP9029,Credit,100,Outright
TSLA.L,TD,2016-06-06,2016-06-09,ICP6316,Debit,100,Outright
F.L,TD,2016-10-16,2016-10-19,ICP0478,Credit,200,Outright
DIS.L,SD,2016-03-23,2016-03-23,ICP0055,Credit,1600,Outright
DIS.L,TD,2016-05-02,2016-05-05,ICP0275,Credit,1000,Outright
F.OQ,SD,2016-02-04,2016-02-04,ICP6513,Credit,2000,Outright
GOOGL.OQ,SD,2016-06-17,2016-06-17,ICP4092,Credit,900,Outright
FB.N,SD,2017-04-08,2017-04-08,ICP2846,Credit,400,Outright
F.L,SD,2017-01-17,2017-01-17,ICP3100,Credit,1400,Outright
F.N,TD,2016-03-20,2016-03-23,ICP8495,Credit,400,Outright
AMZN.L,TD,2016-08-07,2016-08-10,ICP7429,Debit,300,Outright
F.L,TD,2016-09-17,2016-09-20,ICP4906,Credit,1600,Outright
F.L,TD,2017-10-11,2017-10-14,ICP6164,Debit,900,Outright
GOOGL.L,TD,2017-08-12,2017-08-15,ICP7421,Debit,1800,Outright
F.OQ,SD,2017-04-07,2017-04-07,ICP1529,Credit,1500,Outright
F.N,TD,2017-08-07,2017-08-10,ICP0819,Credit,1200,Outright
FB.L,TD,2017-02-17,2017-02-20,ICP4022,Debit,1900,Outright
F.N,TD,2016-12-05,2016-12-08,ICP2779,Debit,400,Outright
APPL.OQ,SD,2017-12-09,2017-12-09,ICP0166,Credit,1500,Outright
DIS.N,TD,2016-04-25,2016-04-28,ICP3095,Debit,600,Outright
DIS.N,SD,2016-05-02,2016-05-02,ICP2557,Debit,1100,Outright
AMZN.L,SD,2017-05-18,2017-05-18,ICP2260,Debit,1200,Outright
AMZN.OQ,SD,2017-03-13,2017-03-13,ICP0041,Debit,1200,Outright
AMZN.L,TD,2016-02-12,2016-02-15,ICP9673,Credit,1300,Outright
APPL.OQ,SD,2017-10-27,2017-10-27,ICP9622,Credit,2000,Outright
TSLA.N,SD,2017-08-15,2017-08-15,ICP4441,Debit,900,Outright
APPL.OQ,TD,2016-03-11,2016-03-14,ICP2089,Credit,1500,Outright
APPL.L,SD,2016-04-25,2016-04-25,ICP6024,Credit,1600,Outright
IBM.OQ,SD,2017-01-25,2017-01-25,ICP5331,Credit,1800,Outright
DIS.N,TD,2017-12-05,2017-12-08,ICP4051,Debit,1900,Outright
GOOGL.L,SD,2017-07-18,2017-07-18,ICP7283,Debit,600,Outright
AMZN.L,SD,2016-08-13,2016-08-13,ICP3956,Debit,1000,Outright
TSLA.L,SD,2016-12-19,2016-12-19,ICP9938,Credit,700,Outright
F.L,SD,2016-07-12,2016-07-12,ICP1048,Credit,2000,Outright
IBM.L,SD,2017-03-17,2017-03-17,ICP0366,Debit,1400,Outright
DIS.L,TD,2016-03-17,2016-03-20,ICP9421,Credit,1500,Outright
AMZN.OQ,TD,2016-05-03,2016-05-06,ICP1537,Credit,900,Outright
GOOGL.OQ,SD,2016-06-17,2016-06-17,ICP3318,Credit,1900,Outright
F.L,TD,2016-06-09,2016-06-12,ICP3613,Debit,1300,Outright
GOOGL.L,TD,2017-06-16,2017-06-19,ICP9839,Debit,100,Outright
AMZN.OQ,SD,2017-06-27,2017-06-27,ICP5412,Credit,200,Outright
F.OQ,SD,2017-11-13,2017-11-13,ICP0137,Debit,1500,Outright
FB.N,TD,2017-02-27,2017-03-02,ICP8605,Credit,200,Outright
IBM.N,SD,2016-09-01,2016-09-01,ICP7871,Debit,1100,Outright
AMZN.OQ,SD,2016-03-06,2016-03-06,ICP6786,Credit,600,Outright
IBM.N,SD,2017-08-11,2017-08-11,ICP1656,Debit,1700,Outright
TSLA.L,TD,2016-08-04,2016-08-07,ICP6903,Credit,400,Outright
AMZN.L,TD,2017-01-16,2017-01-19,ICP3494,Debit,400,Outright
TSLA.L,TD,2017-08-11,2017-08-14,ICP2167,Credit,800,Outright
DIS.OQ,SD,2016-09-27,2016-09-27,ICP0506,Credit,1500,Outright
AMZN.N,SD,2017-08-09,2017-08-09,ICP6559,Debit,1600,Outright
GOOGL.OQ,TD,2017-06-22,2017-06-25,ICP3362,Credit,1200,Outright
TSLA.OQ,TD,2017-12-06,2017-12-09,ICP5780,Credit,300,Outright
APPL.L,TD,2017-10-12,2017-10-15,ICP1360,Credit,1800,Outright
GOOGL.L,SD,2016-06-07,2016-06-07,ICP1370,Debit,700,Outright
IBM.N,SD,2017-11-27,2017-11-27,ICP7384,Credit,1700,Outright
GOOGL.L,TD,2017-05-23,2017-05-26,ICP3475,Debit,700,Outright
DIS.OQ,TD,2017-12-11,2017-12-14,ICP1180,Credit,1200,Outright
DIS.OQ,SD,2017-10-10,2017-10-10,ICP9658,Debit,1100,Outright
TSLA.L,SD,2017-08-09,2017-08-09,ICP7203,Credit,900,Outright
F.OQ,SD,2017-08-22,2017-08-22,ICP8864,Credit,300,Outright
GOOGL.N,SD,2016-08-06,2016-08-06,ICP7722,Debit,800,Outright
FB.L,SD,2016-10-16,2016-10-16,ICP4951,Credit,1100,Outright
F.N,TD,2016-10-14,2016-10-17,ICP3901,Debit,900,Outright
TSLA.L,TD,2017-10-11,2017-10-14,ICP5301,Credit,200,Outright
APPL.L,SD,2016-04-28,2016-04-28,ICP2575,Credit,600,Outright
GOOGL.OQ,SD,2017-03-21,2017-03-21,ICP2792,Credit,600,Outright
F.N,TD,2017-04-17,2017-04-20,ICP7176,Debit,1200,Outright
F.OQ,TD,2016-09-15,2016-09-18,ICP4553,Debit,1200,Outright
GOOGL.N,TD,2017-05-23,2017-05-26,ICP4593,Credit,1400,Outright
FB.OQ,TD,2016-12-16,2016-12-19,ICP2387,Credit,1300,Outright
DIS.OQ,SD,2016-05-28,2016-05-28,ICP7797,Debit,1500,Outright
AMZN.OQ,SD,2016-01-20,2016-01-20,ICP5861,Credit,200,Outright
AMZN.L,SD,2016-02-27,2016-02-27,ICP4760,Debit,1000,Outright
AMZN.OQ,TD,2016-05-11,2016-05-14,ICP0817,Debit,100,Outright
GOOGL.OQ,TD,2017-12-04,2017-12-07,ICP3984,Debit,900,Outright
TSLA.OQ,TD,2017-05-17,2017-05-20,ICP1110,Debit,100,Outright
APPL.N,TD,2017-04-25,2017-04-28,ICP5659,Credit,1900,Outright
IBM.N,TD,2016-03-18,2016-03-21,ICP7269,Credit,1700,Outright
AMZN.OQ,SD,2017-12-24,2017-12-24,ICP7879,Debit,300,Outright
GOOGL.L,SD,2017-03-18,2017-03-18,ICP1577,Debit,100,Outright
F.N,SD,2017-05-08,2017-05-08,ICP3428,Credit,800,Outright
FB.OQ,TD,2017-01-05,2017-01-08,ICP3219,Debit,600,Outright
DIS.N,SD,2016-01-04,2016-01-04,ICP5444,Credit,1700,Outright
GOOGL.N,TD,2016-02-13,2016-02-16,ICP6049,Debit,100,Outright
FB.L,SD,2016-10-27,2016-10-27,ICP5870,Credit,1200,Outright
F.N,SD,2016-02-21,2016-02-21,ICP4975,Credit,1300,Outright
F.L,SD,2016-09-26,2016-09-26,ICP0190,Debit,700,Outright
IBM.L,SD,2017-01-06,2017-01-06,ICP3368,Credit,1900,Outright
TSLA.L,SD,2016-01-10,2016-01-10,ICP4273,Credit,700,Outright
FB.N,TD,2017-06-20,2017-06-23,ICP0137,Credit,1100,Outright
F.L,SD,2016-09-19,2016-09-19,ICP1646,Credit,900,Outright
DIS.OQ,SD,2017-02-25,2017-02-25,ICP0171,Debit,1000,Outright
IBM.N,SD,2017-01-13,2017-01-13,ICP1966,Debit,200,Outright
IBM.OQ,TD,2017-05-21,2017-05-24,ICP5782,Credit,1400,Outright
APPL.L,TD,2017-07-14,2017-07-17,ICP1358,Debit,200,Outright
FB.L,TD,2017-11-05,2017-11-08,ICP2513,Debit,1400,Outright
F.N,TD,2016-08-18,2016-08-21,ICP3943,Debit,300,Outright
GOOGL.OQ,TD,2016-07-26,2016-07-29,ICP8579,Debit,500,Outright
TSLA.L,TD,2016-12-21,2016-12-24,ICP9822,Debit,600,Outright
APPL.L,TD,2017-05-19,2017-05-22,ICP7391,Debit,500,Outright
F.N,TD,2017-02-06,2017-02-09,ICP4920,Debit,700,Outright
APPL.L,TD,2017-04-28,2017-05-01,ICP9060,Credit,1900,Outright
F.OQ,TD,2017-01-04,2017-01-07,ICP2324,Credit,1900,Outright
F.OQ,SD,2017-08-11,2017-08-11,ICP7434,Debit,500,Outright
AMZN.L,TD,2016-06-26,2016-06-29,ICP4775,Debit,1700,Outright
DIS.OQ,SD,2017-11-07,2017-11-07,ICP5038,Debit,2000,Outright
GOOGL.L,TD,2016-07-24,2016-07-27,ICP0208,Credit,100,Outright
GOOGL.OQ,TD,2017-03-28,2017-03-31,ICP2903,Credit,900,Outright
GOOGL.L,TD,2017-06-26,2017-06-29,ICP7817,Credit,1600,Outright
TSLA.L,SD,2016-07-21,2016-07-21,ICP6289,Debit,500,Outright
AMZN.OQ,SD,2017-04-28,2017-04-28,ICP1408,Debit,2000,Outright
AMZN.N,TD,2017-04-21,2017-04-24,ICP2249,Debit,1600,Outright
TSLA.N,TD,2017-01-12,2017-01-15,ICP5717,Credit,2000,Outright
F.L,TD,2016-12-14,2016-12-17,ICP2688,Debit,1800,Outright
TSLA.L,TD,2017-08-20,2017-08-23,ICP5096,Credit,2000,Outright
AMZN.OQ,SD,2016-05-06,2016-05-06,ICP0234,Debit,1100,Outright
IBM.L,SD,2017-01-07,2017-01-07,ICP3961,Debit,800,Outright
AMZN.N,TD,2017-05-09,2017-05-12,ICP1435,Debit,300,Outright
APPL.N,SD,2017-07-26,2017-07-26,ICP2326,Debit,1500,Outright
F.L,SD,2017-02-03,2017-02-03,ICP1604,Debit,600,Outright
GOOGL.N,SD,2017-04-07,2017-04-07,ICP2515,Debit,100,Outright
AMZN.L,TD,2016-07-13,2016-07-16,ICP6053,Debit,1200,Outright
FB.OQ,TD,2017-12-26,2017-12-29,ICP2607,Credit,600,Outright
DIS.OQ,TD,2017-09-24,2017-09-27,ICP4104,Credit,1200,Outright
APPL.N,TD,2017-07-16,2017-07-19,ICP3036,Debit,1300,Outright
TSLA.OQ,SD,2017-12-03,2017-12-03,ICP2021,Credit,2000,Outright
AMZN.N,SD,2016-09-26,2016-09-26,ICP8744,Credit,600,Outright
TSLA.OQ,TD,2016-12-13,2016-12-16,ICP1475,Credit,100,Outright
F.L,SD,2016-08-19,2016-08-19,ICP3632,Credit,100,Outright
GOOGL.N,SD,2017-12-17,2017-12-17,ICP7729,Debit,1100,Outright
AMZN.L,TD,2017-11-17,2017-11-20,ICP1883,Credit,1100,Outright
AMZN.L,SD,2017-02-03,2017-02-03,ICP3587,Credit,700,Outright
IBM.N,TD,2017-08-08,2017-08-11,ICP0663,Credit,500,Outright
TSLA.N,TD,2017-09-19,2017-09-22,ICP8011,Credit,700,Outright
AMZN.L,SD,2016-06-05,2016-06-05,ICP1772,Credit,500,Outright
TSLA.OQ,SD,2017-10-10,2017-10-10,ICP9599,Credit,1000,Outright
APPL.N,SD,2016-07-15,2016-07-15,ICP0044,Debit,1600,Outright
AMZN.L,SD,2017-05-16,2017-05-16,ICP0102,Debit,1100,Outright
APPL.OQ,TD,2017-11-04,2017-11-07,ICP7237,Credit,400,Outright
IBM.L,SD,2016-11-14,2016-11-14,ICP4895,Credit,1300,Outright
IBM.L,SD,2016-09-24,2016-09-24,ICP0516,Credit,1700,Outright
AMZN.OQ,SD,2017-01-10,2017-01-10,ICP9502,Debit,1100,Outright
GOOGL.N,TD,2017-11-23,2017-11-26,ICP7610,Credit,1800,Outright
DIS.L,SD,2016-08-17,2016-08-17,ICP2664,Credit,400,Outright
F.L,TD,2017-12-07,2017-12-10,ICP0383,Credit,1800,Outright
TSLA.OQ,SD,2017-09-03,2017-09-03,ICP6622,Debit,1000,Outright
AMZN.N,TD,2016-05-17,2016-05-20,ICP4262,Credit,2000,Outright
APPL.N,SD,2017-08-24,2017-08-24,ICP3346,Credit,600,Outright
TSLA.L,SD,2016-05-08,2016-05-08,ICP4114,Credit,1400,Outright
AMZN.N,TD,2016-08-02,2016-08-05,ICP1160,Credit,500,Outright
APPL.N,TD,2016-12-25,2016-12-28,ICP5459,Debit,600,Outright
IBM.L,SD,2017-05-19,2017-05-19,ICP9084,Credit,300,Outright
AMZN.N,SD,2017-02-26,2017-02-26,ICP4706,Credit,500,Outright
IBM.OQ,SD,2016-10-13,2016-10-13,ICP3675,Debit,100,Outright
APPL.L,SD,2016-05-01,2016-05-01,ICP1875,Debit,300,Outright
DIS.N,TD,2016-04-21,2016-04-24,ICP5219,Debit,800,Outright
FB.N,TD,2016-12-23,2016-12-26,ICP8049,Debit,1600,Outright
FB.L,SD,2016-08-11,2016-08-11,ICP3511,Credit,600,Outright
FB.N,TD,2016-03-24,2016-03-27,ICP7552,Debit,1800,Outright
FB.N,SD,2017-12-17,2017-12-17,ICP5739,Credit,200,Outright
DIS.L,SD,2017-08-08,2017-08-08,ICP7171,Debit,1300,Outright
IBM.N,SD,2016-04-10,2016-04-10,ICP6958,Credit,200,Outright
APPL.L,SD,2017-12-23,2017-12-23,ICP0164,Debit,400,Outright
DIS.L,TD,2017-02-07,2017-02-10,ICP5180,Debit,1500,Outright
APPL.L,TD,2017-06-27,2017-06-30,ICP2999,Credit,1200,Outright
FB.N,TD,2017-12-22,2017-12-25,ICP6314,Debit,300,Outright
DIS.L,SD,2016-03-26,2016-03-26,ICP2995,Debit,600,Outright
FB.OQ,SD,2017-09-26,2017-09-26,ICP0726,Debit,1000,Outright
APPL.L,SD,2017-08-22,2017-08-22,ICP7882,Credit,2000,Outright
GOOGL.OQ,TD,2016-11-27,2016-11-30,ICP1520,Credit,1500,Outright
AMZN.N,TD,2017-11-02,2017-11-05,ICP9808,Credit,1900,Outright
FB.L,SD,2016-06-11,2016-06-11,ICP9426,Credit,1000,Outright
APPL.N,TD,2016-11-09,2016-11-12,ICP0302,Credit,400,Outright
F.N,SD,2016-09-05,2016-09-05,ICP9572,Credit,1400,Outright
APPL.OQ,TD,2016-11-16,2016-11-19,ICP4614,Debit,300,Outright
F.OQ,SD,2016-07-12,2016-07-12,ICP1965,Credit,1400,Outright
DIS.N,SD,2016-10-24,2016-10-24,ICP5094,Credit,1900,Outright
AMZN.N,SD,2017-09-15,2017-09-15,ICP0027,Debit,500,Outright
AMZN.L,TD,2016-06-26,2016-06-29,ICP2816,Credit,1100,Outright
FB.OQ,SD,2017-12-18,2017-12-18,ICP0218,Debit,1100,Outright
GOOGL.L,TD,2016-05-05,2016-05-08,ICP3942,Credit,300,Outright
DIS.OQ,SD,2017-11-10,2017-11-10,ICP2088,Credit,1400,Outright
DIS.OQ,SD,2016-09-01,2016-09-01,ICP1912,Debit,300,Outright
APPL.OQ,TD,2016-08-24,2016-08-27,ICP9129,Debit,200,Outright
AMZN.OQ,TD,2016-08-14,2016-08-17,ICP7709,Debit,1100,Outright
IBM.L,SD,2016-09-10,2016-09-10,ICP5916,Debit,700,Outright
FB.L,TD,2017-11-13,2017-11-16,ICP8201,Credit,700,Outright
F.OQ,TD,2016-08-26,2016-08-29,ICP2102,Credit,1700,Outright
FB.OQ,SD,2016-03-22,2016-03-22,ICP1406,Debit,500,Outright
DIS.N,SD,2016-06-05,2016-06-05,ICP0521,Credit,400,Outright
DIS.OQ,SD,2016-09-14,2016-09-14,ICP2896,Debit,800,Outright
DIS.OQ,TD,2016-10-05,2016-10-08,ICP0135,Credit,300,Outright
IBM.L,TD,2016-09-23,2016-09-26,ICP1154,Credit,1500,Outright
APPL.L,SD,2017-04-13,2017-04-13,ICP9034,Debit,900,Outright
FB.N,TD,2016-06-01,2016-06-04,ICP0443,Credit,2000,Outright
F.OQ,TD,2016-05-05,2016-05-08,ICP7487,Debit,1000,Outright
FB.OQ,SD,2016-09-15,2016-09-15,ICP2322,Credit,1200,Outright
AMZN.L,SD,2016-12-12,2016-12-12,ICP9637,Credit,1500,Outright
DIS.L,SD,2016-12-08,2016-12-08,ICP7636,Credit,1400,Outright
TSLA.L,SD,2017-02-09,2017-02-09,ICP2917,Credit,800,Outright
APPL.N,SD,2016-07-22,2016-07-22,ICP1156,Debit,1200,Outright
TSLA.OQ,SD,2017-10-10,2017-10-10,ICP3061,Debit,1800,Outright
FB.N,SD,2016-09-23,2016-09-23,ICP3846,Debit,1800,Outright
